,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Date,Amount
398878,571263,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,16-10-2011 11:06,2.08,14910.0,United Kingdom,2011-10-16,20.8
398895,571265,15056BL,EDWARDIAN PARASOL BLACK,1,16-10-2011 11:31,5.95,16674.0,United Kingdom,2011-10-16,5.95
398958,571266,23534,WALL ART STOP FOR TEA ,4,16-10-2011 11:41,5.95,17769.0,United Kingdom,2011-10-16,23.8
398989,571267,21534,DAIRY MAID LARGE MILK JUG,12,16-10-2011 11:58,4.25,17811.0,United Kingdom,2011-10-16,51.0
398997,571268,46000S,POLYESTER FILLER PAD 40x40cm,5,16-10-2011 12:06,1.45,15351.0,United Kingdom,2011-10-16,7.25
399014,571269,22826,LOVE SEAT ANTIQUE WHITE METAL,1,16-10-2011 12:09,85.0,16243.0,United Kingdom,2011-10-16,85.0
399031,571270,23131,MISTLETOE HEART WREATH CREAM,2,16-10-2011 12:09,4.15,12940.0,United Kingdom,2011-10-16,8.3
399111,571271,21754,HOME BUILDING BLOCK WORD,1,16-10-2011 12:16,6.25,15440.0,United Kingdom,2011-10-16,6.25
399141,571272,23118,PARISIENNE JEWELLERY DRAWER ,8,16-10-2011 12:19,7.5,13878.0,United Kingdom,2011-10-16,60.0
399177,571273,22621,TRADITIONAL KNITTING NANCY,12,16-10-2011 12:21,1.65,13034.0,United Kingdom,2011-10-16,19.799999999999997
399203,571274,23456,MEDIUM PARLOUR PICTURE FRAME ,2,16-10-2011 12:25,4.15,16934.0,United Kingdom,2011-10-16,8.3
399255,571275,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,16-10-2011 12:28,1.25,15994.0,United Kingdom,2011-10-16,15.0
399290,571276,23541,WALL ART CLASSIC PUDDINGS ,2,16-10-2011 12:30,8.25,14702.0,United Kingdom,2011-10-16,16.5
399340,571277,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,3,16-10-2011 12:40,7.95,16934.0,United Kingdom,2011-10-16,23.85
399350,571278,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,16-10-2011 12:46,0.79,14780.0,United Kingdom,2011-10-16,14.22
399358,571279,22489,PACK OF 12 TRADITIONAL CRAYONS,4,16-10-2011 12:54,0.42,16466.0,United Kingdom,2011-10-16,1.68
399391,571280,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,16-10-2011 13:08,39.95,18122.0,United Kingdom,2011-10-16,39.95
399456,571281,23405,HOME SWEET HOME 2 DRAWER CABINET,12,16-10-2011 13:23,4.15,14088.0,United Kingdom,2011-10-16,49.800000000000004
399552,571282,22976,CIRCUS PARADE CHILDRENS EGG CUP ,1,16-10-2011 13:24,1.25,15545.0,United Kingdom,2011-10-16,1.25
399602,571283,46000U,POLYESTER FILLER PAD 30CMx30CM,4,16-10-2011 13:51,1.25,16533.0,United Kingdom,2011-10-16,5.0
399681,571284,20802,SMALL GLASS SUNDAE DISH CLEAR,1,16-10-2011 14:07,1.65,14562.0,United Kingdom,2011-10-16,1.65
399731,571286,71038,WHITE HANGING BEADS CANDLE HOLDER,2,16-10-2011 14:35,5.45,14547.0,United Kingdom,2011-10-16,10.9
399811,571288,23530,WALL ART ONLY ONE PERSON ,1,16-10-2011 15:13,4.95,16052.0,United Kingdom,2011-10-16,4.95
399845,571289,82552,WASHROOM METAL SIGN,1,16-10-2011 15:27,1.45,15113.0,United Kingdom,2011-10-16,1.45
399920,571290,22427,ENAMEL FLOWER JUG CREAM,3,16-10-2011 15:32,5.95,17183.0,United Kingdom,2011-10-16,17.85
399946,571291,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2,16-10-2011 15:44,3.75,13610.0,United Kingdom,2011-10-16,7.5
399983,571292,16008,SMALL FOLDING SCISSOR(POINTED EDGE),12,16-10-2011 15:45,0.12,15311.0,United Kingdom,2011-10-16,1.44
400024,571293,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,16-10-2011 15:56,2.95,13956.0,United Kingdom,2011-10-16,2.95
400043,571294,22572,ROCKING HORSE GREEN CHRISTMAS ,2,16-10-2011 16:09,0.85,16987.0,United Kingdom,2011-10-16,1.7
400078,571295,22429,ENAMEL MEASURING JUG CREAM,12,16-10-2011 16:12,4.25,14741.0,United Kingdom,2011-10-16,51.0
400091,571296,22816,CARD MOTORBIKE SANTA,12,16-10-2011 16:13,0.42,13760.0,United Kingdom,2011-10-16,5.04
400120,571297,22526,WHEELBARROW FOR CHILDREN ,1,16-10-2011 16:25,12.75,16987.0,United Kingdom,2011-10-16,12.75
400121,571298,85099B,JUMBO BAG RED RETROSPOT,300,17-10-2011 08:14,1.79,15769.0,United Kingdom,2011-10-17,537.0
400127,571299,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,100,17-10-2011 08:30,1.79,13798.0,United Kingdom,2011-10-17,179.0
400129,571300,21731,RED TOADSTOOL LED NIGHT LIGHT,36,17-10-2011 08:56,1.65,14262.0,United Kingdom,2011-10-17,59.4
400141,571301,85099F,JUMBO BAG STRAWBERRY,10,17-10-2011 08:59,2.08,15218.0,United Kingdom,2011-10-17,20.8
400145,571302,72741,GRAND CHOCOLATECANDLE,216,17-10-2011 09:07,1.25,12989.0,United Kingdom,2011-10-17,270.0
400147,571303,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,17-10-2011 09:36,0.79,13875.0,United Kingdom,2011-10-17,7.9
400333,571306,23350,ROLL WRAP VINTAGE SPOT ,72,17-10-2011 09:57,1.04,16701.0,United Kingdom,2011-10-17,74.88
400350,571307,23189,SET OF 12 FORK CANDLES,6,17-10-2011 10:10,2.89,14443.0,United Kingdom,2011-10-17,17.34
400414,571309,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,1,17-10-2011 10:17,0.39,13685.0,United Kingdom,2011-10-17,0.39
400427,571310,21014,SWISS CHALET TREE DECORATION ,24,17-10-2011 10:17,0.29,13394.0,United Kingdom,2011-10-17,6.959999999999999
400452,571311,23542,WALL ART 70'S ALPHABET ,2,17-10-2011 10:33,8.25,17402.0,United Kingdom,2011-10-17,16.5
400504,571315,82494L,WOODEN FRAME ANTIQUE WHITE ,18,17-10-2011 10:47,2.95,16542.0,United Kingdom,2011-10-17,53.1
400510,571317,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,17-10-2011 10:48,2.08,17377.0,United Kingdom,2011-10-17,4.16
400586,571322,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,17-10-2011 11:05,2.08,13534.0,United Kingdom,2011-10-17,20.8
400605,571323,23500,KEY RING BASEBALL BOOT ASSORTED ,20,17-10-2011 11:07,1.25,13534.0,United Kingdom,2011-10-17,25.0
400735,571352,23357,HOT WATER BOTTLE SEX BOMB,2,17-10-2011 11:49,4.95,18042.0,United Kingdom,2011-10-17,9.9
400742,571360,85179A,GREEN BITTY LIGHT CHAIN,12,17-10-2011 11:51,1.25,16563.0,United Kingdom,2011-10-17,15.0
400761,571372,22436,12 COLOURED PARTY BALLOONS,1,17-10-2011 11:55,0.65,17201.0,United Kingdom,2011-10-17,0.65
400816,571404,85049E,SCANDINAVIAN REDS RIBBONS,12,17-10-2011 12:04,1.25,17520.0,United Kingdom,2011-10-17,15.0
400846,571405,23524,HORSE & PONY WALL ART,6,17-10-2011 12:12,3.75,13871.0,United Kingdom,2011-10-17,22.5
400848,571406,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,17-10-2011 12:12,0.83,13871.0,United Kingdom,2011-10-17,9.959999999999999
400870,571407,21137,BLACK RECORD COVER FRAME,72,17-10-2011 12:16,3.39,13750.0,United Kingdom,2011-10-17,244.08
400875,571408,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,17-10-2011 12:22,2.95,15012.0,United Kingdom,2011-10-17,2.95
401004,571410,21485,RETROSPOT HEART HOT WATER BOTTLE,3,17-10-2011 12:32,4.95,17527.0,United Kingdom,2011-10-17,14.850000000000001
401012,571411,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,17-10-2011 12:33,12.75,17858.0,United Kingdom,2011-10-17,25.5
401039,571412,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,17-10-2011 12:33,0.83,17734.0,United Kingdom,2011-10-17,9.959999999999999
401049,571413,22029,SPACEBOY BIRTHDAY CARD,12,17-10-2011 12:33,0.42,13923.0,United Kingdom,2011-10-17,5.04
401069,571418,23067,HANGING ENGRAVED METAL HEART,4,17-10-2011 12:35,4.15,16412.0,United Kingdom,2011-10-17,16.6
401143,571426,22112,CHOCOLATE HOT WATER BOTTLE,3,17-10-2011 12:41,4.95,15179.0,United Kingdom,2011-10-17,14.850000000000001
401156,571427,22716,CARD CIRCUS PARADE,36,17-10-2011 12:46,0.42,17205.0,United Kingdom,2011-10-17,15.12
401169,571428,21174,POTTERING IN THE SHED METAL SIGN,12,17-10-2011 12:47,2.08,17534.0,United Kingdom,2011-10-17,24.96
401178,571429,20767,BLUE PAISLEY JOURNAL ,1,17-10-2011 12:50,2.55,15335.0,United Kingdom,2011-10-17,2.55
401214,571430,84949,SILVER HANGING T-LIGHT HOLDER,6,17-10-2011 12:51,1.65,13090.0,United Kingdom,2011-10-17,9.899999999999999
401219,571431,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,240,17-10-2011 12:52,2.55,13881.0,United Kingdom,2011-10-17,612.0
401221,571432,84949,SILVER HANGING T-LIGHT HOLDER,288,17-10-2011 13:03,1.45,16737.0,United Kingdom,2011-10-17,417.59999999999997
401222,571433,85049E,SCANDINAVIAN REDS RIBBONS,12,17-10-2011 13:19,1.25,13015.0,United Kingdom,2011-10-17,15.0
401310,571434,23230,WRAP ALPHABET DESIGN,25,17-10-2011 13:22,0.42,13069.0,United Kingdom,2011-10-17,10.5
401322,571435,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,17-10-2011 13:23,1.25,14211.0,United Kingdom,2011-10-17,15.0
401346,571436,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,17-10-2011 13:23,1.65,16076.0,United Kingdom,2011-10-17,16.5
401351,571437,23199,JUMBO BAG APPLES,3,17-10-2011 13:23,2.08,13069.0,United Kingdom,2011-10-17,6.24
401354,571438,21754,HOME BUILDING BLOCK WORD,3,17-10-2011 13:25,6.25,15066.0,United Kingdom,2011-10-17,18.75
401396,571439,23517,EMBROIDERED RIBBON REEL REBECCA ,12,17-10-2011 13:25,2.89,17206.0,United Kingdom,2011-10-17,34.68
401403,571441,10135,COLOURING PENCILS BROWN TUBE,1,17-10-2011 13:31,2.46,14096.0,United Kingdom,2011-10-17,2.46
401768,571442,48138,DOORMAT UNION FLAG,3,17-10-2011 13:39,8.25,17049.0,United Kingdom,2011-10-17,24.75
401857,571443,22941,CHRISTMAS LIGHTS 10 REINDEER,1,17-10-2011 13:43,8.5,17785.0,United Kingdom,2011-10-17,8.5
401870,571444,22624,IVORY KITCHEN SCALES,2,17-10-2011 13:44,8.5,18179.0,United Kingdom,2011-10-17,17.0
401935,571456,22998,TRAVEL CARD WALLET KEEP CALM,24,17-10-2011 13:57,0.42,16729.0,United Kingdom,2011-10-17,10.08
401988,571457,22663,JUMBO BAG DOLLY GIRL DESIGN,10,17-10-2011 14:01,2.08,12963.0,United Kingdom,2011-10-17,20.8
401998,571461,22688,DOORMAT PEACE ON EARTH BLUE,1,17-10-2011 14:12,8.25,16932.0,United Kingdom,2011-10-17,8.25
402051,571462,82482,WOODEN PICTURE FRAME WHITE FINISH,12,17-10-2011 14:14,2.95,16363.0,United Kingdom,2011-10-17,35.400000000000006
402056,571463,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,17-10-2011 14:23,2.49,16463.0,United Kingdom,2011-10-17,29.880000000000003
402078,571464,22978,PANTRY ROLLING PIN,1,17-10-2011 14:28,3.75,14805.0,United Kingdom,2011-10-17,3.75
402089,571465,85099F,JUMBO BAG STRAWBERRY,1,17-10-2011 14:29,2.08,14830.0,United Kingdom,2011-10-17,2.08
402131,571474,23444,Next Day Carriage,1,17-10-2011 14:41,15.0,16389.0,United Kingdom,2011-10-17,15.0
402142,571475,22141,CHRISTMAS CRAFT TREE TOP ANGEL,3,17-10-2011 14:42,2.1,15033.0,United Kingdom,2011-10-17,6.300000000000001
402231,571476,21212,PACK OF 72 RETROSPOT CAKE CASES,4,17-10-2011 14:51,0.55,13546.0,United Kingdom,2011-10-17,2.2
402289,571486,16219,HOUSE SHAPE PENCIL SHARPENER,48,17-10-2011 14:59,0.06,17612.0,United Kingdom,2011-10-17,2.88
402316,571496,85034A,3 GARDENIA MORRIS BOXED CANDLES,24,17-10-2011 15:02,1.25,13265.0,United Kingdom,2011-10-17,30.0
402332,571497,22469,HEART OF WICKER SMALL,24,17-10-2011 15:03,1.65,14841.0,United Kingdom,2011-10-17,39.599999999999994
402349,571498,21916,SET 12 RETRO WHITE CHALK STICKS,1,17-10-2011 15:06,0.42,17841.0,United Kingdom,2011-10-17,0.42
402501,571502,23355,HOT WATER BOTTLE KEEP CALM,4,17-10-2011 15:18,4.95,14422.0,United Kingdom,2011-10-17,19.8
402566,571504,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,17-10-2011 15:19,1.25,16133.0,United Kingdom,2011-10-17,15.0
402572,571505,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,12,17-10-2011 15:19,4.25,17244.0,United Kingdom,2011-10-17,51.0
402603,571506,20679,EDWARDIAN PARASOL RED,2,17-10-2011 15:22,5.95,15355.0,United Kingdom,2011-10-17,11.9
402948,571509,23397,FOOT STOOL HOME SWEET HOME ,2,17-10-2011 15:28,9.95,13110.0,United Kingdom,2011-10-17,19.9
402971,571510,22077,6 RIBBONS RUSTIC CHARM,12,17-10-2011 15:37,1.95,18241.0,United Kingdom,2011-10-17,23.4
402977,571511,84946,ANTIQUE SILVER T-LIGHT GLASS,12,17-10-2011 16:04,1.25,15598.0,United Kingdom,2011-10-17,15.0
402991,571544,23331,DECORATIVE WICKER HEART SMALL,1,17-10-2011 16:53,0.63,17757.0,United Kingdom,2011-10-17,0.63
403055,571546,21034,REX CASH+CARRY JUMBO SHOPPER,2,17-10-2011 17:24,0.95,17920.0,United Kingdom,2011-10-17,1.9
403065,571547,23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,24,18-10-2011 07:43,2.49,17679.0,United Kingdom,2011-10-18,59.760000000000005
403069,571548,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,48,18-10-2011 07:56,0.42,15505.0,United Kingdom,2011-10-18,20.16
403098,571549,21810,CHRISTMAS HANGING STAR WITH BELL,48,18-10-2011 08:12,0.39,13536.0,United Kingdom,2011-10-18,18.72
403114,571550,22699,ROSES REGENCY TEACUP AND SAUCER ,24,18-10-2011 08:15,2.55,13892.0,United Kingdom,2011-10-18,61.199999999999996
403116,571551,23298,SPOTTY BUNTING,3,18-10-2011 08:28,4.95,15637.0,United Kingdom,2011-10-18,14.850000000000001
403131,571552,23320,GIANT 50'S CHRISTMAS CRACKER,12,18-10-2011 08:42,2.89,16848.0,United Kingdom,2011-10-18,34.68
403145,571553,21098,CHRISTMAS TOILET ROLL,504,18-10-2011 09:07,1.06,17317.0,United Kingdom,2011-10-18,534.24
403211,571555,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,18-10-2011 09:15,2.95,16458.0,United Kingdom,2011-10-18,17.700000000000003
403252,571557,21820,GLITTER HEART GARLAND WITH BELLS ,6,18-10-2011 09:25,3.75,15678.0,United Kingdom,2011-10-18,22.5
403264,571558,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,18-10-2011 09:30,3.75,17730.0,United Kingdom,2011-10-18,90.0
403303,571560,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,18-10-2011 09:54,1.65,14897.0,United Kingdom,2011-10-18,19.799999999999997
403323,571561,22109,FULL ENGLISH BREAKFAST PLATE,32,18-10-2011 10:02,3.39,14015.0,United Kingdom,2011-10-18,108.48
403366,571563,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,18-10-2011 10:07,1.25,16249.0,United Kingdom,2011-10-18,15.0
403386,571564,22974,CHILDRENS DOLLY GIRL MUG,12,18-10-2011 10:16,1.65,16019.0,United Kingdom,2011-10-18,19.799999999999997
403419,571566,21770,OPEN CLOSED METAL SIGN,2,18-10-2011 10:19,4.95,13594.0,United Kingdom,2011-10-18,9.9
403445,571594,21112,SWISS ROLL TOWEL PINK  SPOTS,240,18-10-2011 10:51,2.95,15971.0,United Kingdom,2011-10-18,708.0
403446,571595,47566,PARTY BUNTING,100,18-10-2011 10:52,4.3,15971.0,United Kingdom,2011-10-18,430.0
403451,571601,22551,PLASTERS IN TIN SPACEBOY,2,18-10-2011 10:53,1.65,17073.0,United Kingdom,2011-10-18,3.3
403479,571610,62018,SOMBRERO ,400,18-10-2011 10:55,1.25,13953.0,United Kingdom,2011-10-18,500.0
403480,571622,22966,GINGERBREAD MAN COOKIE CUTTER,12,18-10-2011 10:58,1.25,14798.0,United Kingdom,2011-10-18,15.0
403486,571628,48185,DOORMAT FAIRY CAKE,10,18-10-2011 11:13,7.08,15311.0,United Kingdom,2011-10-18,70.8
403495,571629,21415,CLAM SHELL SMALL ,12,18-10-2011 11:18,2.1,13362.0,United Kingdom,2011-10-18,25.200000000000003
403538,571636,22197,POPCORN HOLDER,24,18-10-2011 11:41,0.85,13509.0,United Kingdom,2011-10-18,20.4
403546,571638,22423,REGENCY CAKESTAND 3 TIER,3,18-10-2011 11:55,12.75,15327.0,United Kingdom,2011-10-18,38.25
403559,571640,23000,TRAVEL CARD WALLET TRANSPORT,96,18-10-2011 12:01,0.42,17203.0,United Kingdom,2011-10-18,40.32
403581,571641,22065,CHRISTMAS PUDDING TRINKET POT ,96,18-10-2011 12:07,0.39,17135.0,United Kingdom,2011-10-18,37.44
403595,571642,21584,RETROSPOT SMALL TUBE MATCHES,1,18-10-2011 12:07,1.65,17203.0,United Kingdom,2011-10-18,1.65
403626,571653,21015,DARK BIRD HOUSE TREE DECORATION,96,18-10-2011 12:17,0.29,14298.0,United Kingdom,2011-10-18,27.839999999999996
403828,571654,23564,EGG CUP MILKMAID INGRID,1,18-10-2011 12:17,1.25,18118.0,United Kingdom,2011-10-18,1.25
403873,571655,21770,OPEN CLOSED METAL SIGN,12,18-10-2011 12:18,4.95,14688.0,United Kingdom,2011-10-18,59.400000000000006
403883,571656,21914,BLUE HARMONICA IN BOX ,3,18-10-2011 12:43,1.25,16393.0,United Kingdom,2011-10-18,3.75
403918,571657,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,18-10-2011 12:44,1.25,13835.0,United Kingdom,2011-10-18,15.0
403955,571660,22959,WRAP CHRISTMAS VILLAGE,25,18-10-2011 12:49,0.42,16191.0,United Kingdom,2011-10-18,10.5
403993,571662,23355,HOT WATER BOTTLE KEEP CALM,8,18-10-2011 12:54,4.95,14861.0,United Kingdom,2011-10-18,39.6
403999,571663,23053,RECYCLED ACAPULCO MAT PINK,20,18-10-2011 12:56,7.45,17262.0,United Kingdom,2011-10-18,149.0
404001,571664,22302,COFFEE MUG PEARS  DESIGN,72,18-10-2011 12:59,2.1,17090.0,United Kingdom,2011-10-18,151.20000000000002
404044,571666,21094,SET/6 RED SPOTTY PAPER PLATES,96,18-10-2011 13:02,0.64,16422.0,United Kingdom,2011-10-18,61.44
404052,571667,84836,ZINC METAL HEART DECORATION,10,18-10-2011 13:04,1.25,14554.0,United Kingdom,2011-10-18,12.5
404104,571668,23081,GREEN METAL BOX ARMY SUPPLIES,1,18-10-2011 13:10,8.25,16515.0,United Kingdom,2011-10-18,8.25
404121,571669,22835,HOT WATER BOTTLE I AM SO POORLY,2,18-10-2011 13:11,4.95,17758.0,United Kingdom,2011-10-18,9.9
404247,571671,22379,RECYCLING BAG RETROSPOT ,6,18-10-2011 13:15,2.1,16940.0,United Kingdom,2011-10-18,12.600000000000001
404366,571672,23407,SET OF 2 TRAYS HOME SWEET HOME,2,18-10-2011 13:15,9.95,13880.0,United Kingdom,2011-10-18,19.9
404380,571673,20727,LUNCH BAG  BLACK SKULL.,10,18-10-2011 13:19,1.65,13991.0,United Kingdom,2011-10-18,16.5
404392,571675,22112,CHOCOLATE HOT WATER BOTTLE,12,18-10-2011 13:26,4.95,13700.0,United Kingdom,2011-10-18,59.400000000000006
404401,571676,22842,BISCUIT TIN VINTAGE RED,1,18-10-2011 13:29,6.75,16910.0,United Kingdom,2011-10-18,6.75
404492,571677,21535,RED RETROSPOT SMALL MILK JUG,6,18-10-2011 13:32,2.55,13637.0,United Kingdom,2011-10-18,15.299999999999999
404501,571679,23204,CHARLOTTE BAG APPLES DESIGN,5,18-10-2011 13:41,0.85,14159.0,United Kingdom,2011-10-18,4.25
404550,571681,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,18-10-2011 13:44,3.75,16734.0,United Kingdom,2011-10-18,15.0
404570,571682,21034,REX CASH+CARRY JUMBO SHOPPER,1,18-10-2011 14:00,0.95,14179.0,United Kingdom,2011-10-18,0.95
404695,571683,22690,DOORMAT HOME SWEET HOME BLUE ,4,18-10-2011 14:07,8.25,15140.0,United Kingdom,2011-10-18,33.0
404707,571684,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3,18-10-2011 14:11,0.29,16730.0,United Kingdom,2011-10-18,0.8699999999999999
404752,571685,37449,CERAMIC CAKE STAND + HANGING CAKES,40,18-10-2011 14:15,8.5,12863.0,United Kingdom,2011-10-18,340.0
404761,571690,23203,JUMBO BAG VINTAGE DOILY ,10,18-10-2011 14:32,2.08,14191.0,United Kingdom,2011-10-18,20.8
404782,571691,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,18-10-2011 14:34,3.75,13860.0,United Kingdom,2011-10-18,22.5
404793,571692,23455,SMALL PARLOUR PICTURE FRAME,6,18-10-2011 14:34,2.89,13860.0,United Kingdom,2011-10-18,17.34
404795,571693,22998,TRAVEL CARD WALLET KEEP CALM,24,18-10-2011 14:44,0.42,14776.0,United Kingdom,2011-10-18,10.08
404811,571694,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,18-10-2011 14:44,3.75,13308.0,United Kingdom,2011-10-18,30.0
404838,571696,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,18-10-2011 14:47,4.95,15604.0,United Kingdom,2011-10-18,14.850000000000001
404884,571698,20996,JAZZ HEARTS ADDRESS BOOK,192,18-10-2011 14:50,0.19,13805.0,United Kingdom,2011-10-18,36.480000000000004
404893,571701,23407,SET OF 2 TRAYS HOME SWEET HOME,2,18-10-2011 15:05,9.95,14639.0,United Kingdom,2011-10-18,19.9
404948,571702,23284,DOORMAT KEEP CALM AND COME IN,4,18-10-2011 15:06,7.95,14639.0,United Kingdom,2011-10-18,31.8
405006,571706,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,24,18-10-2011 15:26,1.25,15144.0,United Kingdom,2011-10-18,30.0
405026,571708,22491,PACK OF 12 COLOURED PENCILS,12,18-10-2011 15:42,0.85,12955.0,United Kingdom,2011-10-18,10.2
405038,571709,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,18-10-2011 15:52,0.79,16463.0,United Kingdom,2011-10-18,7.9
405057,571710,20685,DOORMAT RED RETROSPOT,2,18-10-2011 15:54,8.25,13032.0,United Kingdom,2011-10-18,16.5
405086,571712,23568,EGG CUP HENRIETTA HEN CREAM ,4,18-10-2011 16:46,1.25,14056.0,United Kingdom,2011-10-18,5.0
405580,571715,22470,HEART OF WICKER LARGE,5,18-10-2011 17:04,2.95,17576.0,United Kingdom,2011-10-18,14.75
405911,571717,22227,HANGING HEART MIRROR DECORATION ,4,18-10-2011 17:10,0.65,14381.0,United Kingdom,2011-10-18,2.6
406009,571725,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,19-10-2011 08:32,0.79,13491.0,United Kingdom,2011-10-19,14.22
406017,571726,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,19-10-2011 09:00,2.89,16191.0,United Kingdom,2011-10-19,17.34
406044,571728,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,19-10-2011 09:18,1.25,16123.0,United Kingdom,2011-10-19,15.0
406065,571730,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,19-10-2011 09:48,0.29,16851.0,United Kingdom,2011-10-19,6.959999999999999
406073,571732,22470,HEART OF WICKER LARGE,6,19-10-2011 09:58,2.95,16298.0,United Kingdom,2011-10-19,17.700000000000003
406086,571733,23344,JUMBO BAG 50'S CHRISTMAS ,20,19-10-2011 09:59,2.08,16187.0,United Kingdom,2011-10-19,41.6
406100,571734,20724,RED RETROSPOT CHARLOTTE BAG,10,19-10-2011 09:59,0.85,17148.0,United Kingdom,2011-10-19,8.5
406109,571735,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,19-10-2011 10:03,2.55,14229.0,United Kingdom,2011-10-19,102.0
406123,571736,21811,HANGING HEART WITH BELL,48,19-10-2011 10:05,0.39,17549.0,United Kingdom,2011-10-19,18.72
406125,571737,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,19-10-2011 10:31,2.89,14367.0,United Kingdom,2011-10-19,17.34
406160,571738,21422,PORCELAIN ROSE SMALL,288,19-10-2011 10:32,0.72,13089.0,United Kingdom,2011-10-19,207.35999999999999
406163,571740,35599B,BLACK CHRISTMAS TREE 120CM,6,19-10-2011 10:34,1.95,17973.0,United Kingdom,2011-10-19,11.7
406178,571741,84946,ANTIQUE SILVER T-LIGHT GLASS,12,19-10-2011 10:36,1.25,15610.0,United Kingdom,2011-10-19,15.0
406184,571742,22216,T-LIGHT HOLDER WHITE LACE,24,19-10-2011 10:36,0.85,12971.0,United Kingdom,2011-10-19,20.4
406187,571743,23392,SPACEBOY ROCKET LOLLY MAKERS,1,19-10-2011 10:38,2.08,15853.0,United Kingdom,2011-10-19,2.08
406217,571744,23301,GARDENERS KNEELING PAD KEEP CALM ,48,19-10-2011 10:43,1.45,14434.0,United Kingdom,2011-10-19,69.6
406277,571746,23311,VINTAGE CHRISTMAS STOCKING ,6,19-10-2011 10:56,2.55,17043.0,United Kingdom,2011-10-19,15.299999999999999
406321,571747,22810,SET OF 6 T-LIGHTS SNOWMEN,6,19-10-2011 10:59,2.95,13849.0,United Kingdom,2011-10-19,17.700000000000003
406384,571748,16016,LARGE CHINESE STYLE SCISSOR,10,19-10-2011 11:13,0.85,18077.0,United Kingdom,2011-10-19,8.5
406402,571749,23365,SET 12 COLOUR PENCILS LOVE LONDON,32,19-10-2011 11:16,0.65,17934.0,United Kingdom,2011-10-19,20.8
406408,571779,21742,LARGE ROUND WICKER PLATTER ,1,19-10-2011 11:27,5.95,12748.0,United Kingdom,2011-10-19,5.95
406445,571793,21621,VINTAGE UNION JACK BUNTING,4,19-10-2011 11:38,8.5,16621.0,United Kingdom,2011-10-19,34.0
406613,571809,22650,CERAMIC PIRATE CHEST MONEY BANK,8,19-10-2011 11:44,1.45,15039.0,United Kingdom,2011-10-19,11.6
406715,571828,23343,JUMBO BAG VINTAGE CHRISTMAS ,5,19-10-2011 11:52,2.08,16440.0,United Kingdom,2011-10-19,10.4
406790,571829,22993,SET OF 4 PANTRY JELLY MOULDS,12,19-10-2011 11:53,1.25,16131.0,United Kingdom,2011-10-19,15.0
406813,571830,22866,HAND WARMER SCOTTY DOG DESIGN,24,19-10-2011 11:53,2.1,16131.0,United Kingdom,2011-10-19,50.400000000000006
406814,571831,21810,CHRISTMAS HANGING STAR WITH BELL,48,19-10-2011 12:01,0.39,16979.0,United Kingdom,2011-10-19,18.72
406827,571836,47566B,TEA TIME PARTY BUNTING,2,19-10-2011 12:10,4.95,18019.0,United Kingdom,2011-10-19,9.9
